transaction_id,transaction_amount,login_attempts,device_risk_score,transfer_frequency,anomaly_score,account_age_days,transaction_time_hour,failed_transactions_last_30d,avg_monthly_balance,daily_transaction_count,geo_distance_km,session_duration_minutes,transaction_velocity_score,payment_channel,authentication_type,card_present_flag,international_transaction_flag,suspicious_ip_flag,fraud_flag
1002723,1951.02,9,22.2,59,0.11,3539,4,20,201464.6,110,2241,4,27,Mobile App,Password Only,0,1,1,FALSE
1002724,12214.33,1,13.6,52,0.88,2519,11,15,438177.54,86,4133,45,17.1,Web Banking,Biometric,0,0,1,TRUE
1002725,15058.79,5,46.5,41,0.34,4838,21,3,370052.82,33,12072,58,14.8,Web Banking,Two-Factor Authentication,0,0,0,FALSE
1002726,14724.74,3,67.1,36,0.27,2620,18,14,241200.64,31,4329,33,69.9,Mobile App,Password Only,0,1,0,FALSE
1002727,18655.83,1,0,13,0.48,1795,21,4,308262.68,84,2079,40,53.2,ATM,OTP,0,0,0,FALSE
1002728,20494.91,12,0,55,0.73,438,15,4,3187.08,107,8926,101,14.4,Web Banking,Biometric,1,1,0,TRUE
1002729,11330.91,2,100,24,0.14,4904,20,20,188006.1,98,760,97,41.1,Mobile App,Password Only,1,0,0,FALSE
1002730,15108.23,11,11.4,79,0.72,4251,10,15,354872.01,61,9666,71,62.3,POS Terminal,Two-Factor Authentication,0,1,1,FALSE
1002731,20876.39,12,97.9,4,0.11,3628,19,9,122195.01,118,6875,113,77.7,Web Banking,Two-Factor Authentication,1,1,0,FALSE
1002732,20568.22,2,20.7,46,0.62,4677,4,25,156355.07,75,6744,105,23.9,Mobile App,Password Only,1,1,0,TRUE
1002733,7299.19,11,68.8,43,0.44,2134,8,17,77337.2,3,7927,111,29.7,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1002734,14442.67,10,100,28,0.47,336,15,2,450497.16,62,1998,101,80.9,Web Banking,OTP,0,1,1,FALSE
1002735,22325.66,12,40.5,60,0.01,3248,0,10,99291.38,62,5371,104,38.5,Mobile App,Password Only,0,1,0,FALSE
1002736,22803.03,3,83.8,67,0.01,2697,21,4,53653.04,50,2857,115,30,Mobile App,OTP,1,1,1,FALSE
1002737,9558.34,11,37.2,73,0.01,4285,17,8,207569.66,42,12227,9,23.1,Mobile App,Password Only,1,1,1,FALSE
1002738,4157.46,10,6.8,22,0.16,3923,20,1,277177.74,48,6323,12,11.2,Web Banking,OTP,1,0,1,FALSE
1002739,5923.63,12,51.5,40,0.26,1513,4,14,444971.83,73,10236,6,82.5,Mobile App,Password Only,1,1,0,FALSE
1002740,6637.66,4,41.9,80,0.02,2510,19,15,52182.89,120,10328,120,49.8,ATM,Biometric,1,1,1,FALSE
1002741,16160.21,3,9,36,0.11,3268,4,21,14382.56,100,2687,113,73.4,Mobile App,OTP,0,0,0,FALSE
1002742,18251.06,8,9.6,46,0.1,935,4,20,420416.28,5,6632,112,73.4,Mobile App,OTP,1,1,1,FALSE
1002743,6765.62,12,100,1,0.87,896,9,20,362741.53,30,11294,25,48.7,Web Banking,OTP,0,0,0,TRUE
1002744,6781.5,1,72,66,0.32,4427,19,13,481153.29,61,8845,3,34.6,Web Banking,OTP,0,1,1,FALSE
1002745,3828.04,2,78.6,29,0.29,4881,8,14,419005.47,102,621,24,20.2,Mobile App,OTP,1,1,0,FALSE
1002746,6179.67,11,46,21,0.15,299,19,23,74999.08,56,9271,110,17.3,Mobile App,Biometric,1,0,1,FALSE
1002747,18648.38,8,0,12,0.58,2485,11,9,201638.6,76,12915,1,93.2,Mobile App,OTP,0,1,0,FALSE
1002748,165.94,1,30.9,18,0.18,2158,8,6,18545.83,33,11721,9,99,Web Banking,Biometric,1,1,1,FALSE
1002749,2276.36,4,100,15,0.23,2189,21,10,384552.94,84,4172,11,80.7,Mobile App,OTP,0,1,1,FALSE
1002750,384.88,7,51.1,55,0.58,394,20,22,210289.97,61,8677,15,52.5,Web Banking,Biometric,1,0,1,FALSE
1002751,4359.55,7,38.4,20,0.52,652,3,1,225434.91,107,9320,103,49.2,Web Banking,OTP,1,1,1,FALSE
1002752,23166.53,10,70.8,67,0.05,3543,22,17,369365.32,62,7465,117,49,Mobile App,OTP,0,1,0,FALSE
1002753,22235.53,4,54.1,53,0.54,427,4,1,74212.71,80,1652,90,73.5,Mobile App,Biometric,0,0,0,FALSE
1002754,9035.1,12,62,42,0.43,1016,3,15,159386.09,6,13590,111,11.4,Mobile App,OTP,0,1,0,FALSE
1002755,22406.43,3,59.8,35,0.18,1037,6,10,29846.76,2,9201,22,75.6,Mobile App,Two-Factor Authentication,0,1,1,FALSE
1002756,13229.31,8,75.6,11,0.43,4824,16,16,79256.41,16,4556,16,32,Web Banking,Biometric,0,0,1,FALSE
1002757,4934.45,3,40.2,54,0.56,184,3,4,149671.69,97,5492,92,37.6,Web Banking,OTP,0,1,0,FALSE
1002758,5410.87,9,59.9,24,0.95,4201,6,15,275883.89,17,14696,108,11.4,Web Banking,Two-Factor Authentication,0,1,1,TRUE
1002759,619.29,12,23.3,43,0.08,2574,18,10,367365.71,35,10266,96,65,Mobile App,Two-Factor Authentication,0,0,1,FALSE
1002760,23070.62,3,82.9,55,0.04,1468,1,0,289340.81,41,13214,60,31.9,POS Terminal,OTP,1,0,1,FALSE
1002761,19374.37,4,55.8,38,0.8,929,21,11,57740.49,97,1970,96,77.7,Mobile App,Password Only,0,1,0,TRUE
1002762,962.17,9,10.6,77,0.6,392,5,11,198226.29,61,12846,23,63.4,Mobile App,OTP,1,0,1,TRUE
1002763,12117.77,8,48.5,22,0.61,2433,13,2,133298.06,58,10490,71,100,Web Banking,OTP,1,1,1,TRUE
1002764,10231.59,11,33,66,0.46,2486,18,17,477370.56,33,4865,3,84.3,ATM,OTP,0,1,0,FALSE
1002765,2197.6,6,39.4,42,0.33,2487,8,8,458242.94,12,10019,58,55.8,Mobile App,Biometric,0,1,0,FALSE
1002766,22622.34,10,88.9,3,0.38,2597,5,25,473351.87,110,6784,26,76.7,Web Banking,Biometric,1,1,0,FALSE
1002767,8126.25,9,34.7,18,0.34,4349,12,1,474371.8,59,5015,116,92.8,POS Terminal,Biometric,1,0,1,FALSE
1002768,7210.9,6,13.5,8,0.65,2693,20,22,445986.38,33,213,5,23.6,Web Banking,Biometric,0,1,1,FALSE
1002769,19534.76,11,91.4,12,0.04,325,1,5,402433.42,47,8583,4,10.2,Mobile App,Password Only,1,1,0,FALSE
1002770,4782.59,3,89.7,40,0.47,2755,2,19,495538.96,97,12391,13,16.8,ATM,OTP,1,0,0,FALSE
1002771,13783.67,12,13.2,75,0.99,4258,1,1,98262.59,47,14157,41,57.8,Web Banking,Biometric,1,1,1,TRUE
1002772,7821.38,10,15.4,77,0.49,4743,4,20,499538.7,65,4678,105,6.8,Web Banking,OTP,0,1,1,FALSE
1002773,12149.14,5,76,1,0.87,620,21,11,69140.48,35,1965,15,5.9,Web Banking,Two-Factor Authentication,1,1,1,TRUE
1002774,8444.63,2,6.8,76,0.24,4925,5,11,207455.09,106,11696,89,31.9,POS Terminal,Password Only,0,0,1,FALSE
1002775,16692.09,9,3.7,71,0.27,1214,1,11,175706.85,30,6728,16,45.5,Mobile App,OTP,1,0,0,FALSE
1002776,18037.67,4,53.7,25,0.01,1086,15,1,451498.86,10,4938,24,59,Mobile App,OTP,1,0,1,FALSE
1002777,13649.47,7,8,12,0.37,2296,20,20,380844.02,102,10703,75,61.4,Mobile App,OTP,0,0,0,FALSE
1002778,2511.86,12,64.9,66,0.38,4969,2,3,55618.83,18,6082,77,78.5,Mobile App,OTP,1,1,0,FALSE
1002779,124.01,10,64.4,11,0.27,122,11,0,461403.9,92,14893,13,66.3,Mobile App,OTP,1,1,1,FALSE
1002780,3645.62,10,40,46,0.48,1536,0,14,361102.89,80,1832,38,3.2,Web Banking,Password Only,0,0,1,FALSE
1002781,18026.46,9,19,57,0.22,512,0,6,336493.66,32,11628,90,71.7,Mobile App,Password Only,1,0,1,FALSE
1002782,14094.23,11,74,70,0.38,214,6,6,310481.45,41,13104,9,84,Web Banking,Password Only,1,1,0,FALSE
1002783,13593.69,3,32.9,20,0.1,4090,15,13,439465.74,54,10743,87,63.8,ATM,OTP,1,1,0,FALSE
1002784,10929,3,88.5,55,0.73,1331,9,21,133395.8,9,3526,114,22.9,Mobile App,Two-Factor Authentication,0,0,0,TRUE
1002785,200.24,3,85.6,60,0.92,3215,22,15,432023.14,34,6647,81,97.6,POS Terminal,OTP,0,0,1,TRUE
1002786,3646.88,1,19.8,52,0.28,615,18,0,361529.83,46,6642,85,76.7,Mobile App,Password Only,0,0,1,FALSE
1002787,6649.64,7,64.8,16,0.25,2538,23,7,440396.36,7,14083,95,50.8,ATM,Biometric,0,0,1,FALSE
1002788,14475.88,5,46.4,32,0.32,1406,8,13,45677.54,9,2958,108,8.6,ATM,Two-Factor Authentication,0,0,1,FALSE
1002789,299.42,4,99,34,0.99,4182,19,18,445641.19,34,2118,54,76.7,Mobile App,Password Only,0,1,0,TRUE
1002790,4583.22,3,83.2,12,0.21,3982,14,19,94900.83,82,12115,119,80.1,Mobile App,OTP,1,0,1,FALSE
1002791,15164.58,9,32.1,4,0.26,1824,0,23,347290.79,9,6072,93,55.7,Mobile App,Password Only,1,1,0,FALSE
1002792,7926.61,8,21.4,65,0.43,469,20,8,305249.44,87,7575,64,77.7,ATM,Password Only,0,1,1,FALSE
1002793,15946.76,6,69,75,0.2,154,2,0,239247.16,120,706,57,75.5,ATM,Biometric,0,0,0,FALSE
1002794,19299.11,4,28.6,30,0.01,4743,23,16,463574.43,56,6861,104,42.1,Mobile App,Two-Factor Authentication,0,0,0,FALSE
1002795,2575.51,10,0,64,0.59,2142,16,2,68569.66,66,518,54,33,Web Banking,Biometric,1,1,1,FALSE
1002796,5222.06,8,57.8,57,0.51,752,3,2,154308.95,120,3762,7,30.8,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1002797,15524.22,12,83.3,53,0.05,1015,6,22,210151.15,44,8254,44,96.3,Mobile App,OTP,0,1,0,FALSE
1002798,1683.47,7,62.8,58,0.64,4927,10,6,108478.78,86,10465,110,51.7,POS Terminal,Two-Factor Authentication,0,0,1,FALSE
1002799,3766.34,6,80.6,19,0.05,2220,12,10,403704.04,15,11063,65,58.8,Mobile App,OTP,0,0,1,FALSE
1002800,21940.42,1,17.6,51,0.33,635,8,18,396561.41,92,9087,26,59.8,POS Terminal,Password Only,1,0,0,FALSE
1002801,9036.49,12,24.9,17,0.33,1600,11,8,1516.91,23,10185,4,51.4,ATM,Biometric,1,1,1,FALSE
1002802,436.01,6,30.2,3,0.3,471,0,11,130992.96,67,14583,97,23.6,POS Terminal,OTP,0,0,0,FALSE
1002803,22930.35,5,11.2,34,0.14,3190,13,23,288617.38,40,14404,63,82.2,Mobile App,OTP,0,1,0,FALSE
1002804,6503.81,9,53.8,12,0.16,3506,21,24,48081.79,39,9579,67,90.2,Mobile App,Biometric,1,0,0,FALSE
1002805,21227.47,11,62.8,23,0.12,4875,1,6,76432.05,19,3362,65,94.4,Mobile App,OTP,1,1,1,FALSE
1002806,3804.91,7,6,12,0.13,4554,3,8,90189.06,112,259,90,77.5,Web Banking,OTP,1,1,1,FALSE
1002807,9051.9,10,14.8,31,0.27,3129,1,4,431519.82,10,1058,112,94.3,Web Banking,OTP,0,0,1,FALSE
1002808,6142.15,3,22.1,8,0.15,2784,3,2,179462.78,96,323,63,54.2,Mobile App,Two-Factor Authentication,1,0,1,FALSE
1002809,15592.02,10,61.5,23,0.4,3945,3,0,468745.63,33,11581,78,0,Web Banking,OTP,1,0,0,FALSE
1002810,5210.41,12,28.4,17,0.55,2811,7,21,8142.05,78,4601,30,86.8,Mobile App,OTP,0,0,0,FALSE
1002811,18366.31,9,69.6,31,0.18,2362,18,12,122258.64,89,14230,10,89.4,Mobile App,Password Only,1,1,0,FALSE
1002812,11.28,11,16.2,41,0.32,3993,14,3,185166.42,108,8978,116,11.4,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1002813,5864.83,10,30.5,30,0.97,3962,8,22,81688.5,40,4188,18,0,Mobile App,Biometric,1,0,1,TRUE
1002814,7246.36,10,81.9,68,0.37,2463,10,6,468051.31,76,1558,86,64.6,Mobile App,OTP,1,0,1,FALSE
1002815,1851.86,9,73.2,67,0.36,773,18,16,44024.9,6,277,68,16.7,Mobile App,OTP,0,1,0,FALSE
1002816,18839.35,3,34.5,55,0.29,118,16,0,49808.43,8,12643,25,61,ATM,OTP,0,1,1,FALSE
1002817,5615.42,12,76.7,29,0.64,2263,12,15,405981.67,11,6895,66,49.8,Web Banking,OTP,0,1,0,TRUE
1002818,4059.83,9,43.8,11,0.41,3804,23,19,481405.6,25,10125,95,74.9,Mobile App,OTP,1,1,1,FALSE
1002819,10889.43,9,79.7,32,0.37,3213,11,20,419581.67,91,13683,102,28,Web Banking,OTP,1,0,0,FALSE
1002820,5093.62,4,50.7,76,0.06,2335,10,13,284171.08,76,1002,59,56.5,Web Banking,Biometric,0,1,0,FALSE
1002821,10164.74,3,41.7,74,0.44,2942,18,2,378596.96,73,767,4,57.3,Mobile App,Two-Factor Authentication,1,0,1,FALSE
1002822,5736.86,6,12.6,57,0.44,2402,16,7,132083.86,54,2607,101,66.8,Web Banking,Password Only,1,1,1,FALSE
1002823,5055.04,6,52.4,24,0.14,2964,9,6,497817.97,46,2623,25,27.6,Web Banking,OTP,1,1,1,FALSE
1002824,24513.86,6,14.6,43,0.29,868,23,7,55470.49,114,4917,34,16.1,Web Banking,OTP,1,0,0,FALSE
1002825,23369.86,2,88.7,18,0.58,1178,0,15,208045.86,10,1945,61,46.1,Web Banking,OTP,1,1,0,FALSE
1002826,15159.17,4,38.2,14,0.24,4226,1,23,328295.38,77,8607,110,25.4,Web Banking,Password Only,0,1,0,FALSE
1002827,20523.56,1,46.4,80,0.47,762,7,1,360757.99,30,12924,72,39.8,Mobile App,OTP,1,1,0,FALSE
1002828,7222.89,2,83.8,11,0.73,3221,8,0,40610.3,52,5013,72,39.4,ATM,Password Only,0,1,0,TRUE
1002829,16748.19,1,98.4,36,0.74,3355,7,17,482854.44,34,13292,21,97.6,Mobile App,OTP,0,1,0,FALSE
1002830,21312.28,2,5.5,77,0.14,2243,15,22,497813.51,62,12817,13,66,POS Terminal,Biometric,0,0,0,FALSE
1002831,2776.09,2,6.2,56,0.03,4373,22,5,345971.15,106,175,68,74.4,Mobile App,Password Only,1,1,0,FALSE
1002832,835.55,7,46.6,9,0.33,4817,22,17,335664.82,16,1111,105,37.3,Mobile App,OTP,1,1,0,FALSE
1002833,18024.24,1,59.7,15,0.41,4846,7,10,224999.5,53,4293,40,55,Web Banking,OTP,0,1,0,FALSE
1002834,8796.2,3,28.5,68,0.73,1768,3,2,457322.42,113,9486,110,94.4,Mobile App,Two-Factor Authentication,0,0,0,FALSE
1002835,11079.84,2,27.9,44,0.89,3507,18,24,88104.9,88,12606,63,73.1,ATM,OTP,0,0,1,TRUE
1002836,11139.34,4,32.5,32,0.54,1767,5,4,87225.14,3,5011,1,11.4,Mobile App,OTP,1,0,0,FALSE
1002837,6000.65,2,62.7,29,0.04,1404,6,23,161596.13,100,3901,70,77.6,Web Banking,Two-Factor Authentication,1,0,0,FALSE
1002838,10066.58,7,33,13,0.38,2932,11,12,370479.69,67,7053,63,65.3,Mobile App,Two-Factor Authentication,1,1,0,FALSE
1002839,12202.6,5,88.8,27,0.84,612,14,9,328270.51,14,8150,82,21.5,Mobile App,Biometric,1,1,1,TRUE
1002840,22031.87,12,39.8,12,0.17,588,6,6,284225.22,4,14816,34,90,Mobile App,OTP,1,1,1,FALSE
1002841,21665.77,12,24.6,80,0.59,2434,19,17,468635.22,81,5843,39,82.6,Web Banking,Two-Factor Authentication,1,1,1,FALSE
1002842,17400.63,8,83.9,46,0.64,1108,22,14,111214.37,99,13064,61,86.6,Web Banking,Biometric,1,1,0,FALSE
1002843,18411.03,1,58.9,32,0.14,4277,6,7,301851.48,117,11656,68,19.4,Web Banking,Biometric,0,1,0,FALSE
1002844,22496.5,9,53.5,3,0.07,4063,18,16,22440.42,23,4461,13,45.8,POS Terminal,Password Only,0,0,0,FALSE
1002845,18353.7,3,76.2,80,0.43,1774,16,4,356911.22,79,14989,4,43.7,Web Banking,Password Only,1,0,0,FALSE
1002846,21630.96,8,49.5,20,0.21,2803,14,24,358665.23,38,2927,73,9.7,POS Terminal,Biometric,0,1,1,FALSE
1002847,6075.08,8,94.7,29,0.27,2662,3,24,494930.34,26,10233,67,85.1,Mobile App,Two-Factor Authentication,0,0,0,FALSE
1002848,12658.16,12,86.3,61,0.28,4375,21,13,273860.38,60,9638,117,0,Mobile App,Two-Factor Authentication,0,1,0,FALSE
1002849,1239.8,11,55.1,67,0.01,4136,14,17,397644.41,7,5308,11,16.7,Mobile App,Two-Factor Authentication,0,0,1,FALSE
1002850,6702.17,6,52.4,34,0.28,3261,19,19,444958.07,114,192,54,54.7,Mobile App,OTP,1,1,1,FALSE
1002851,7572.05,12,96,31,0.16,4805,10,21,485264.25,26,5822,34,97,Web Banking,OTP,0,0,0,FALSE
1002852,19442.44,11,9.7,23,0.99,3547,6,13,132982.8,63,2286,33,47.3,Web Banking,Biometric,1,1,0,TRUE
1002853,5313.34,3,40.7,62,0.19,2493,12,1,448493.35,13,13146,15,89.6,Web Banking,Biometric,0,0,0,FALSE
1002854,21333.23,7,19.5,57,0.54,4831,9,8,88099.33,117,11073,53,16.1,Web Banking,Biometric,0,0,0,FALSE
1002855,24082.92,5,73.8,14,0.11,4408,16,15,327937.97,46,10770,100,76.2,POS Terminal,Two-Factor Authentication,0,0,0,FALSE
1002856,24588.56,5,16.3,27,0.43,4172,8,1,352222.03,67,13585,39,4.2,ATM,OTP,0,0,0,FALSE
1002857,8114.87,10,100,77,0.23,1779,21,3,68204.31,8,14234,3,73.5,Mobile App,Password Only,0,0,1,FALSE
1002858,19695.69,5,0,15,0.23,812,4,17,115513.5,118,10061,57,81.6,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1002859,3420.7,6,17.6,41,0.42,3378,2,20,93520.76,87,5451,66,69.1,Mobile App,Password Only,1,1,1,FALSE
1002860,2079.49,12,63.6,16,0.84,3772,1,24,188946.79,34,1523,30,19.9,Mobile App,Biometric,0,1,0,TRUE
1002861,22086.96,4,37.5,54,0.34,733,17,1,304425.92,108,10936,118,5.2,Web Banking,Two-Factor Authentication,1,1,1,FALSE
1002862,3529.77,6,7.7,34,0.38,2792,8,0,314930.59,36,1327,39,26.3,Web Banking,OTP,1,1,1,FALSE
1002863,16031.24,4,13.4,63,0.99,577,13,2,263566.53,53,14693,58,78.8,Mobile App,Two-Factor Authentication,0,0,0,TRUE
1002864,11527.93,9,26.4,68,0.45,2748,5,21,234819.73,100,10486,115,32.8,Web Banking,OTP,0,0,0,FALSE
1002865,7170.6,11,61.9,43,0.22,3281,4,21,423705.83,77,3713,11,15.7,Web Banking,Two-Factor Authentication,1,1,0,FALSE
1002866,20538.72,7,59.4,76,0.17,3921,6,9,200407.75,82,11014,89,24.8,Mobile App,Password Only,0,1,0,FALSE
1002867,18095.12,9,47,61,0.08,2229,19,5,379683.43,59,2317,111,49.7,Mobile App,Biometric,0,0,0,FALSE
1002868,10263.67,7,3.5,32,0.13,3718,15,25,246226.72,87,5844,111,53.4,POS Terminal,Biometric,1,1,1,FALSE
1002869,16091.96,10,59.4,23,0.99,4268,22,10,198143.92,105,9128,9,88.1,Web Banking,OTP,0,1,1,FALSE
1002870,12801.27,7,83.8,2,0.5,3563,8,11,32181.85,97,187,41,75.2,Mobile App,Biometric,0,1,1,FALSE
1002871,4946.48,6,14.6,41,0.04,1938,16,23,305577.67,109,12708,34,95.9,Mobile App,Two-Factor Authentication,0,1,1,FALSE
1002872,3709.22,11,26.8,15,0.04,4457,2,5,374.62,49,10852,61,44.1,Mobile App,Biometric,1,1,0,FALSE
1002873,8281.58,12,50.3,10,0.37,4225,2,20,107114.26,58,2357,20,34.5,Mobile App,Two-Factor Authentication,1,0,0,FALSE
1002874,17554.33,3,70.2,32,0.38,501,8,17,487754.3,101,2954,47,13.5,ATM,OTP,0,1,0,FALSE
1002875,21648.14,5,44.4,53,0.38,3214,10,4,424056.92,116,4167,119,10.5,Mobile App,OTP,0,0,1,FALSE
1002876,2094.96,8,73.9,14,0.23,1690,19,12,284664.67,103,10416,100,29.4,Mobile App,OTP,0,1,0,FALSE
1002877,13917.89,5,79.6,49,0.26,1397,8,16,428170.32,61,14938,70,82.1,Mobile App,Two-Factor Authentication,1,0,1,FALSE
1002878,12580.15,9,23.9,74,0.86,1581,0,20,99773.75,8,10820,7,13.4,Web Banking,Password Only,0,1,1,TRUE
1002879,24151.61,10,59.7,46,0.34,3224,11,0,345438.92,12,12642,25,39.6,Mobile App,OTP,1,0,1,FALSE
1002880,16268.54,9,59.9,11,0.3,3793,23,5,230209.61,39,3074,80,62,Mobile App,OTP,1,0,1,FALSE
1002881,12422.2,12,63.4,3,0.01,439,9,17,86302.44,38,10880,22,17.8,Web Banking,OTP,0,1,1,FALSE
1002882,21719.01,6,46.4,56,0.24,2992,16,19,145236.82,66,7221,83,38.9,Mobile App,Two-Factor Authentication,0,1,1,FALSE
1002883,16176.1,7,85.8,15,0.93,2198,17,7,234271.18,53,4908,89,80.4,Mobile App,OTP,0,1,1,TRUE
1002884,19038.79,11,92.8,80,0.13,4022,11,3,116223.71,13,8332,120,25.2,Mobile App,Two-Factor Authentication,0,1,0,FALSE
1002885,8202.7,10,22.8,25,0.29,4565,19,15,66241.67,47,12743,48,36.9,Web Banking,OTP,1,1,1,FALSE
1002886,14750.4,12,17.5,61,0.82,70,10,2,67584.47,54,3554,108,48.3,POS Terminal,Two-Factor Authentication,0,0,0,FALSE
1002887,14490.58,3,80.1,70,0.35,56,5,5,181747.32,36,6270,89,98.8,Mobile App,OTP,1,1,0,FALSE
1002888,17492.67,12,11.6,69,0.22,1547,20,1,331316.45,96,14080,15,17.2,Mobile App,OTP,1,1,1,FALSE
1002889,2777.81,11,51.1,73,0.45,836,12,1,410374.2,65,11495,90,96.9,Mobile App,OTP,0,0,1,FALSE
1002890,20202.08,8,93,12,0.69,1788,13,21,299181.96,36,2575,25,24.4,Web Banking,OTP,0,1,1,FALSE
1002891,21043.12,9,9.9,60,0.36,709,9,13,450632.44,107,7741,6,48.6,Web Banking,OTP,0,1,1,FALSE
1002892,1410.13,7,54.5,49,0.39,4855,5,24,174648.05,26,10990,86,52.2,Web Banking,OTP,0,1,1,FALSE
1002893,16160.66,12,29,38,0.65,1201,18,17,181309.84,94,13936,100,13.7,Web Banking,OTP,1,1,1,FALSE
1002894,22518.43,9,19.7,23,0.08,651,15,10,489083.22,49,2726,47,50.1,POS Terminal,OTP,0,1,0,FALSE
1002895,6683.2,1,48.9,30,0.37,2218,13,9,153981.41,87,10071,95,17.1,POS Terminal,Biometric,0,1,0,FALSE
1002896,6188.2,10,48.3,50,0.06,4412,16,14,301590.53,59,4111,95,36.5,Web Banking,OTP,0,1,0,FALSE
1002897,17261.72,7,17.9,50,0.38,3646,22,19,158113.18,101,4286,67,13.7,Mobile App,Biometric,0,0,1,FALSE
1002898,9745.46,12,50.2,1,0.11,1774,21,12,420560.96,84,5038,58,85.8,Mobile App,Two-Factor Authentication,0,1,1,FALSE
1002899,9757.4,9,9.1,74,0.2,146,6,9,186171.1,19,1505,64,78.3,Web Banking,OTP,1,1,1,FALSE
1002900,21995.88,5,100,73,0.23,706,22,18,203012.75,14,1012,33,43.8,Web Banking,OTP,1,0,0,FALSE
1002901,24504.88,7,48.8,43,0.46,3830,13,10,32616.75,21,14453,29,69.7,Web Banking,Password Only,1,0,0,FALSE
1002902,6487.99,9,79,56,0.45,4634,6,1,319632.71,112,1049,105,67.3,Mobile App,OTP,1,0,0,FALSE
1002903,6413.71,3,4.2,79,0.28,3180,22,4,368799.92,96,8108,56,23.4,Web Banking,Biometric,0,1,1,FALSE
1002904,20880.23,6,69.4,21,0.29,2679,21,8,395010.11,18,6619,104,79.7,Mobile App,OTP,1,0,0,FALSE
1002905,9787.36,2,100,29,0.15,3482,19,19,222823.43,46,11452,113,37.7,Web Banking,OTP,0,1,1,FALSE
1002906,8745.69,1,15.9,79,0.05,3944,2,8,474326.74,103,9127,49,7,Mobile App,OTP,0,0,1,FALSE
1002907,2756.52,1,100,64,0.24,1316,2,4,144690.13,29,13787,57,41.6,Mobile App,Two-Factor Authentication,0,0,1,FALSE
1002908,22544.37,10,52.4,38,0.52,2842,8,22,342275.32,10,9001,16,44.7,Mobile App,Biometric,1,1,1,FALSE
1002909,17118.63,10,63.1,45,0.72,3499,2,9,213857.06,107,3119,1,86.4,ATM,Two-Factor Authentication,1,0,1,FALSE
1002910,10293.82,12,12.6,55,0.36,4517,12,19,65457.51,4,7519,109,34,Web Banking,Two-Factor Authentication,0,1,1,FALSE
1002911,4654.07,1,15,51,0.73,3242,6,3,9946.15,98,12772,49,33.9,Mobile App,Password Only,0,0,1,TRUE
1002912,15283.9,11,71.9,40,0.78,1785,4,2,201771.34,8,714,99,13.1,Mobile App,Password Only,0,0,1,TRUE
1002913,23944.69,10,70,40,0.03,15,20,23,266503.91,89,6029,35,80,Web Banking,OTP,1,1,0,FALSE
1002914,4062.16,6,79.9,30,0.18,4169,23,16,30323.09,23,11044,115,7,Mobile App,OTP,1,0,1,FALSE
1002915,17319.1,8,51.5,13,0.46,311,20,15,309925.39,70,12740,15,12,POS Terminal,OTP,0,1,0,FALSE
1002916,20188.09,4,10.7,66,0.66,2163,14,23,68695.06,20,5938,21,35.6,Web Banking,Password Only,1,1,1,FALSE
1002917,12213.11,8,9.7,39,0.01,3399,17,0,467990.31,71,93,102,100,Mobile App,Password Only,0,0,1,FALSE
1002918,7884.37,2,86.6,54,0.01,4832,19,15,307544.74,111,11878,33,87.6,Web Banking,Password Only,0,0,1,FALSE
1002919,454.5,11,79.2,60,0.75,2893,6,1,246921.38,21,9176,110,4.2,Mobile App,Two-Factor Authentication,1,1,1,FALSE
1002920,18127.47,9,82.2,33,0.35,3192,15,5,78953.59,107,7778,35,31.6,ATM,Two-Factor Authentication,0,1,0,FALSE
1002921,13396.85,9,86.1,0,0.12,4452,2,15,349561.91,62,12853,4,48.2,Mobile App,Password Only,1,1,1,FALSE
1002922,5152.55,2,87.4,36,0.91,3465,3,5,2544.62,104,10120,85,51.9,POS Terminal,OTP,1,0,0,TRUE
1002923,11645.07,2,70.1,67,0.38,1622,3,25,220873.15,83,6373,4,86.1,Web Banking,Password Only,0,0,0,FALSE
1002924,21320.49,2,68.6,56,0.01,3121,13,5,460809.58,12,13216,32,100,ATM,Two-Factor Authentication,0,1,1,FALSE
1002925,10767.81,4,37.3,71,0.28,4087,19,10,386419.97,46,12139,13,39.3,Mobile App,Two-Factor Authentication,0,0,1,FALSE
1002926,13027.33,6,24.2,10,0.34,129,15,17,301716.51,69,5711,13,50,Mobile App,OTP,0,1,1,FALSE
1002927,23962.22,1,54.9,52,0.99,3787,5,22,115543.33,85,14545,59,63.9,Web Banking,OTP,0,0,1,TRUE
1002928,2377.31,12,36.6,60,0.45,4722,11,14,104751.93,93,9076,79,73.5,Web Banking,OTP,0,0,0,FALSE
1002929,71.98,9,17.8,70,0.88,4782,4,24,221205.4,110,8841,46,88,Mobile App,OTP,1,0,0,TRUE
1002930,1023.91,3,88.1,38,0.1,4194,18,4,353881.45,16,1936,95,91.9,Mobile App,Biometric,1,1,1,FALSE
1002931,24376.28,11,51.8,32,0.3,4519,20,21,107370.49,97,13034,69,35.1,Mobile App,OTP,0,0,1,FALSE
1002932,20403.43,11,6.9,24,0.11,2975,2,3,373329.88,33,4099,115,1.7,Web Banking,Two-Factor Authentication,1,0,0,FALSE
